Indicator,SpatialDimValueCode,Location,Period,Value,DateModified
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2003,3839.69,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2003,4607.4,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2003,4632.57,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2003,4822,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2003,5018.53,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2003,512.15,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2003,640.66,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2003,66.32,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2003,67.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2003,682.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2003,72.9,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2003,80.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2002,1139.4,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2002,1168.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2002,1174.58,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2002,118.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2002,128.09,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2002,1355.33,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2002,14.41,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2002,140.06,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2002,148.15,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2002,1583.21,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2002,172.88,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2002,173.26,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2002,1762.54,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2002,181.39,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2002,20.46,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2002,2059.33,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2002,2084.72,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2002,2200.36,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2002,2253.22,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2002,237.3,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2002,2374.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2002,24.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2002,2449.76,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2002,2459.1,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2002,2497.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2002,250.48,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2002,254.13,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2002,254.37,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2002,2544.81,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2002,2567.5,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2002,2895.81,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2002,3046.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2002,315.83,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2002,33.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2002,3359.67,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2002,3600.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2002,386.44,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2002,3889.96,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2002,4211.73,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2002,473.13,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2002,497.74,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2002,52.12,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2002,56.88,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2002,59.21,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2002,66.09,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2002,78.73,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2002,8.22,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2002,830.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2002,85.97,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2002,890.48,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2002,944.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2002,96.58,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2001,1004.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2001,1015.55,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2001,1045.05,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2001,105.11,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2001,112.2,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2001,117.88,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2001,119.83,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2001,12.88,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2001,120.85,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2001,1376.14,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2001,148.86,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2001,150.43,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2001,1509.45,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2001,1586.67,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2001,1810.4,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2001,1823.73,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2001,1879.93,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2001,19.19,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2001,205.02,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2001,2083.99,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2001,212.22,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2001,214.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2001,2155.85,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2001,2175.73,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2001,218.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2001,2192.72,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2001,2202.08,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2001,2282.52,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2001,2346.67,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2001,25.4,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2001,2528.55,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2001,2602.64,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2001,282.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2001,30.46,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2001,3047.76,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2001,3099,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2001,31.91,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2001,3109.2,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2001,359.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2001,3763.38,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2001,388.32,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2001,388.54,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2001,44.14,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2001,49.37,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2001,56.37,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2001,685.98,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2001,7.57,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2001,73.37,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2001,73.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2001,78.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2001,782.16,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2001,826.23,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2000,1005.28,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2000,106.58,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2000,12.03,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2000,1295.09,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2000,1473.01,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2000,1524.24,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2000,1564.84,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2000,162.68,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2000,1726.74,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2000,18.64,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2000,181.57,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2000,1849.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2000,192.83,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2000,2027.64,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2000,2028.18,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2000,203.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2000,209.98,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2000,21.38,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2000,2161.85,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2000,217.18,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2000,2173.19,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2000,2176.21,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2000,2269.13,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2000,2344.41,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2000,238,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2000,2496.05,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2000,25.66,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2000,2855.57,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2000,2901.2,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2000,2948.93,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2000,2968.43,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2000,313.11,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2000,34.62,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2000,342.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2000,35.72,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2000,3559.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2000,371.06,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2000,49.09,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2000,5.91,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2000,52.26,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2000,56.48,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2000,57.03,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2000,647.1,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2000,65.48,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2000,69.89,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2000,75.52,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2000,750.52,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2000,796.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2000,885.41,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2000,94.52,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2000,95.21,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2000,995.34,2024-12-10T00:00:00.000Z
