variable code,variable name
dis12_pvtd,"Domestic Private Expenditure on Tuberculosis (TB), in million current NCU"
dis13_pvtd,"Domestic Private Expenditure on Malaria, in million current NCU"
dis16_pvtd,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in million current NCU"
dis192_pvtd,"Domestic Private Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in million current NCU"
dis2_pvtd,"Domestic Private Expenditure on Reproductive Health, in million current NCU"
dis21_pvtd,"Domestic Private Expenditure on Maternal Conditions, in million current NCU"
dis22_pvtd,"Domestic Private Expenditure on Perinatal Conditions, in million current NCU"
dis23_pvtd,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in million current NCU"
dis2nec_pvtd,"Domestic Private Expenditure on Unspecified reproductive health conditions (n.e.c.), in million current NCU"
dis3_pvtd,"Domestic Private Expenditure on Nutritional Deficiencies, in million current NCU"
dis4_pvtd,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in million current NCU"
dis5_pvtd,"Domestic Private Expenditure on Injuries, in million current NCU"
disnec_pvtd,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in million current NCU"
hccov,"Special reporting items to track COVID-19 spending within CHE, in million current NCU"
hccov1,"COVID-19 related treatment, in million current NCU"
hccov2,"COVID-19 testing and contract tracing, in million current NCU"
hccov3,"COVID-19 vaccination, in million current NCU"
hccov4,"COVID-19 medical goods, in million current NCU"
hccov5,"Other COVID-19 health care spending (incl. in CHE), in million current NCU"
hccov_gghed,"Domestic General Government Expenditure on special reporting items to track COVID-19 spending within CHE, in million current NCU"
hccov_ext,"External sources of funding on special reporting items to track COVID-19 spending within CHE, in million current NCU"
hccov_pvtd,"Domestic Private Expenditure on special reporting items to track COVID-19 spending within CHE, in million current NCU"
age1,"Less than five-year-old population (< 5-y), in million current NCU"
age1_gghed,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), in million current NCU"
age1_ext,"External sources of funding in the less than five-year-old population (< 5-y), in million current NCU"
age1_pvtd,"Domestic Private Expenditure in the less than five-year-old population (< 5-y), in million current NCU"
hp,"Current health expenditure by health care providers, in million current NCU"
hp1,"Hospitals, in million current NCU"
hp11,"General hospitals, in million current NCU"
hp12,"Mental health hospitals, in million current NCU"
hp13,"Specialised hospitals (Other than mental health hospitals), in million current NCU"
hp1nec,"Unspecified hospitals (n.e.c.), in million current NCU"
hp2,"Residential long-term care facilities, in million current NCU"
hp21,"Long-term nursing care facilities, in million current NCU"
hp22,"Mental health and substance abuse facilities, in million current NCU"
hp29,"Other residential long-term care facilities, in million current NCU"
hp3,"Providers of ambulatory health care, in million current NCU"
hp31,"Medical practices, in million current NCU"
hp32,"Dental practice, in million current NCU"
hp33,"Other health care practitioners, in million current NCU"
hp34,"Ambulatory health care centres, in million current NCU"
hp35,"Providers of home health care services, in million current NCU"
hp3nec,"Unspecified providers of ambulatory health care (n.e.c.), in million current NCU"
hp4,"Providers of ancillary services, in million current NCU"
hp41,"Providers of patient transportation and emergency rescue, in million current NCU"
hp42,"Medical and diagnostic laboratories, in million current NCU"
hp49,"Other providers of ancillary services, in million current NCU"
hp5,"Retailers and Other providers of medical goods, in million current NCU"
hp51,"Pharmacies, in million current NCU"
hp52,"Retail sellers and Other suppliers of durable medical goods and medical appliances, in million current NCU"
hp59,"All Other miscellaneous sellers and Other suppliers of pharmaceuticals and medical goods, in million current NCU"
hp6,"Providers of preventive care, in million current NCU"
hp7,"Providers of health care system administration and financing, in million current NCU"
hp71,"Government health administration agencies, in million current NCU"
hp72,"Social health insurance agencies, in million current NCU"
hp73,"Private health insurance administration agencies, in million current NCU"
hp79,"Other administration agencies, in million current NCU"
hp8,"Rest of economy, in million current NCU"
hp81,"Households as providers of home health care, in million current NCU"
hp82,"All Other industries as secondary providers of health care, in million current NCU"
hp83,"Community health workers (or village health worker, community health aide, etc.), in million current NCU"
hp9,"Rest of the world, in million current NCU"
hpnec,"Unspecified health care providers (n.e.c.), in million current NCU"
hk,"Capital health expenditure, in million current NCU"
hk1,"Gross capital formation, in million current NCU"
hk11,"Gross fixed capital formation, in million current NCU"
hk111,"Infrastructure, in million current NCU"
hk112,"Machinery and equipment, in million current NCU"
hk113,"Intellectual property products, in million current NCU"
hk_gghed,"Capital Health Expenditure (Domestic Public), in million current NCU"
hk_ext,"Capital Health Expenditure (External), in million current NCU"
hk_pvtd,"Capital Health Expenditure (Domestic Private), in million current NCU"
gdp,"Gross Domestic Product (GDP), in million current NCU"
pfc,"Final consumption expenditure of Households and profit institutions serving households (PFC), in million current NCU"
gge,"General government expenditure (GGE), in million current NCU"
ppp,Purchasing Power Parity (NCU per Int$)
xrt,Exchange Rate  (NCU per US$)
gdpd,Gross domestic product - Price index (2022=100)
pop,Population (in thousands)
che_usd,"Current Health Expenditure (CHE), in million current US$"
gghed_usd,"Domestic General Government Health Expenditure (GGHE-D), in million current US$"
pvtd_usd,"Domestic Private Health Expenditure (PVT-D), in million current US$"
ext_usd,"External Health Expenditure (EXT), in million current US$"
fs_usd,"Current health expenditure by revenues of health care financing schemes, in million current US$"
fs1_usd,"Transfers from government domestic revenue (allocated to health purposes), in million current US$"
fs11_usd,"Internal transfers and grants, in million current US$"
fs12_usd,"Transfers by government on behalf of specific groups, in million current US$"
fs13_usd,"Subsidies, in million current US$"
fs14_usd,"Other transfers from government domestic revenue, in million current US$"
fs2_usd,"Transfers distributed by government from foreign origin, in million current US$"
fs3_usd,"Social insurance contributions, in million current US$"
fs31_usd,"Social insurance contributions from employees, in million current US$"
fs32_usd,"Social insurance contributions from employers, in million current US$"
fs33_usd,"Social insurance contributions from self-employed, in million current US$"
fs34_usd,"Other social insurance contributions, in million current US$"
fs4_usd,"Compulsory prepayment (Other, and unspecified, than FS.3), in million current US$"
fs5_usd,"Voluntary prepayment, in million current US$"
fs6_usd,"Other domestic revenues n.e.c., in million current US$"
fs61_usd,"Other revenues from households n.e.c., in million current US$"
fs62_usd,"Other revenues from corporations n.e.c., in million current US$"
fs63_usd,"Other revenues from NPISH n.e.c., in million current US$"
fs6nec_usd,"Unspecified other domestic revenues (n.e.c.), in million current US$"
fs7_usd,"Direct foreign transfers, in million current US$"
fsnec_usd,"Unspecified revenues of health care financing schemes (n.e.c.), in million current US$"
hf_usd,"Current health expenditure by financing schemes, in million current US$"
hf1_usd,"Government schemes and compulsory contributory health care financing schemes, in million current US$"
hf11_usd,"Government schemes, in million current US$"
hf12_usd,"Compulsory contributory health insurance schemes, in million current US$"
hf121_usd,"Social health insurance schemes, in million current US$"
hf122_usd,"Compulsory private insurance schemes, in million current US$"
hf12nec_usd,"Unspecified compulsory contributory health insurance schemes (n.e.c.), in million current US$"
hf13_usd,"Compulsory Medical Saving Accounts (CMSA), in million current US$"
hf1nec_usd,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), in million current US$"
hf2_usd,"Voluntary health care payment schemes, in million current US$"
hf21_usd,"Voluntary health insurance schemes, in million current US$"
hf22_usd,"NPISH financing schemes (including development agencies), in million current US$"
hf23_usd,"Enterprise financing schemes, in million current US$"
hf2nec_usd,"Unspecified voluntary health care payment schemes (n.e.c.), in million current US$"
hf3_usd,"Household out-of-pocket payments (OOPS), in million current US$"
hf4_usd,"Rest of the world financing schemes (non-resident), in million current US$"
hfnec_usd,"Unspecified financing schemes (n.e.c.), in million current US$"
hc_usd,"Current health expenditure by Health Care Functions, in million current US$"
hc1_usd,"Curative care, in million current US$"
